Time,Channel A,Channel B
(ms),(V),(V)

-0.47031103,0.00457778,0.00854518
-0.47025503,0.00427259,0.00808741
-0.47019903,0.00457778,0.00824000
-0.47014303,0.00457778,0.00824000
-0.47008703,0.00473037,0.00854518
-0.47003103,0.00488296,0.00824000
-0.46997503,0.00503555,0.00824000
-0.46991903,0.00503555,0.00900296
-0.46986303,0.00442518,0.00930815
-0.46980703,0.00457778,0.00946074
-0.46975103,0.00488296,0.00930815
-0.46969503,0.00518815,0.00915555
-0.46963903,0.00518815,0.00900296
-0.46958303,0.00518815,0.00961333
-0.46952703,0.00518815,0.00961333
-0.46947103,0.00518815,0.00976592
-0.46941503,0.00534074,0.00991852
-0.46935903,0.00503555,0.00976592
-0.46930303,0.00503555,0.00961333
-0.46924703,0.00518815,0.00976592
-0.46919103,0.00534074,0.00946074
-0.46913503,0.00503555,0.00930815
-0.46907903,0.00549333,0.01007111
-0.46902303,0.00564592,0.01022370
-0.46896703,0.00534074,0.01022370
-0.46891103,0.00473037,0.00946074
-0.46885503,0.00534074,0.00946074
-0.46879903,0.00473037,0.00915555
-0.46874303,0.00488296,0.00900296
-0.46868703,0.00442518,0.00946074
-0.46863103,0.00442518,0.00915555
-0.46857503,0.00396741,0.00915555
-0.46851903,0.00396741,0.00976592
-0.46846303,0.00442518,0.01052889
-0.46840703,0.00442518,0.01037629
-0.46835103,0.00442518,0.01007111
-0.46829503,0.00457778,0.01037629
-0.46823903,0.00473037,0.01068148
-0.46818303,0.00473037,0.01068148
-0.46812703,0.00488296,0.01022370
-0.46807103,0.00503555,0.00991852
-0.46801503,0.00442518,0.00991852
-0.46795903,0.00396741,0.01022370
-0.46790303,0.00381481,0.00991852
-0.46784703,0.00350963,0.00976592
-0.46779103,0.00381481,0.00946074
-0.46773503,0.00350963,0.00976592
-0.46767903,0.00335704,0.00976592
-0.46762303,0.00350963,0.01022370
-0.46756703,0.00412000,0.01022370
-0.46751103,0.00427259,0.00991852
-0.46745503,0.00427259,0.01052889
-0.46739903,0.00427259,0.01083407
-0.46734303,0.00396741,0.01098666
-0.46728703,0.00396741,0.01007111
