Time,Channel A,Channel B
(ms),(V),(V)

-0.47571821,0.01068148,0.00335704
-0.47566221,0.01068148,0.00228889
-0.47560621,0.01022370,0.00137333
-0.47555021,0.01007111,0.00076296
-0.47549421,0.00976592,0.00000000
-0.47543821,0.00961333,-0.00076296
-0.47538221,0.00946074,-0.00198370
-0.47532621,0.00961333,-0.00244148
-0.47527021,0.00930815,-0.00274667
-0.47521421,0.00961333,-0.00228889
-0.47515821,0.00930815,-0.00183111
-0.47510221,0.00961333,-0.00167852
-0.47504621,0.00900296,-0.00167852
-0.47499021,0.00900296,-0.00137333
-0.47493421,0.00869778,-0.00061037
-0.47487821,0.00869778,-0.00030519
-0.47482221,0.00854518,0.00045778
-0.47476621,0.00900296,0.00122074
-0.47471021,0.00915555,0.00183111
-0.47465421,0.00961333,0.00244148
-0.47459821,0.00946074,0.00320444
-0.47454221,0.00946074,0.00381481
-0.47448621,0.00930815,0.00427259
-0.47443021,0.00930815,0.00488296
-0.47437421,0.00961333,0.00442518
-0.47431821,0.01007111,0.00457778
-0.47426221,0.00991852,0.00412000
-0.47420621,0.00961333,0.00412000
-0.47415021,0.01007111,0.00412000
-0.47409421,0.00991852,0.00381481
-0.47403821,0.01022370,0.00350963
-0.47398221,0.01022370,0.00335704
-0.47392621,0.01052889,0.00366222
-0.47387021,0.01022370,0.00350963
-0.47381421,0.01022370,0.00335704
-0.47375821,0.01037629,0.00289926
-0.47370221,0.01098666,0.00213630
-0.47364621,0.01113926,0.00183111
-0.47359021,0.01113926,0.00183111
-0.47353421,0.01098666,0.00152593
-0.47347821,0.01113926,0.00091556
-0.47342221,0.01098666,0.00000000
-0.47336621,0.01129185,-0.00030519
-0.47331021,0.01052889,-0.00076296
-0.47325421,0.01144444,-0.00091556
-0.47319821,0.01129185,-0.00106815
-0.47314221,0.01159703,-0.00137333
-0.47308621,0.01190222,-0.00106815
-0.47303021,0.01205481,-0.00167852
-0.47297421,0.01190222,-0.00137333
-0.47291821,0.01159703,-0.00122074
-0.47286221,0.01098666,-0.00122074
-0.47280621,0.01098666,-0.00076296
-0.47275021,0.01098666,-0.00030519
-0.47269421,0.01113926,-0.00061037
-0.47263821,0.01098666,-0.00061037
-0.47258221,0.01052889,0.00000000
-0.47252621,0.01037629,0.00091556
-0.47247021,0.01052889,0.00183111
-0.47241421,0.01068148,0.00289926
-0.47235821,0.01083407,0.00305185
-0.47230221,0.01113926,0.00412000
-0.47224621,0.01129185,0.00488296
-0.47219021,0.01113926,0.00534074
-0.47213421,0.01083407,0.00549333
-0.47207821,0.01113926,0.00579852
-0.47202221,0.01083407,0.00610370
-0.47196621,0.01068148,0.00595111
-0.47191021,0.01022370,0.00625629
-0.47185421,0.01007111,0.00640889
-0.47179821,0.01007111,0.00610370
-0.47174221,0.01068148,0.00610370
-0.47168621,0.01022370,0.00549333
-0.47163021,0.01007111,0.00549333
-0.47157421,0.01007111,0.00503555
-0.47151821,0.01052889,0.00488296
-0.47146221,0.00976592,0.00457778
-0.47140621,0.00946074,0.00396741
-0.47135021,0.00961333,0.00366222
-0.47129421,0.00991852,0.00350963
-0.47123821,0.00991852,0.00381481
-0.47118221,0.00991852,0.00335704
-0.47112621,0.00976592,0.00350963
-0.47107021,0.01007111,0.00335704
-0.47101421,0.01007111,0.00259407
-0.47095821,0.01007111,0.00213630
-0.47090221,0.00991852,0.00244148
-0.47084621,0.01007111,0.00289926
-0.47079021,0.01052889,0.00320444
-0.47073421,0.01022370,0.00320444
-0.47067821,0.01068148,0.00305185
-0.47062221,0.01129185,0.00274667
-0.47056621,0.01129185,0.00335704
-0.47051021,0.01113926,0.00320444
-0.47045421,0.01113926,0.00350963
-0.47039821,0.01083407,0.00366222
-0.47034221,0.01068148,0.00412000
-0.47028621,0.01052889,0.00457778
-0.47023021,0.01098666,0.00488296
-0.47017421,0.01113926,0.00473037
-0.47011821,0.01129185,0.00503555
-0.47006221,0.01174963,0.00549333
-0.47000621,0.01174963,0.00579852
-0.46995021,0.01098666,0.00595111
-0.46989421,0.01174963,0.00671407
-0.46983821,0.01205481,0.00656148
-0.46978221,0.01205481,0.00686667
-0.46972621,0.01251259,0.00671407
-0.46967021,0.01251259,0.00640889
-0.46961421,0.01281777,0.00656148
-0.46955821,0.01297037,0.00595111
-0.46950221,0.01266518,0.00488296
-0.46944621,0.01297037,0.00412000
-0.46939021,0.01342814,0.00381481
-0.46933421,0.01358074,0.00289926
-0.46927821,0.01373333,0.00244148
-0.46922221,0.01373333,0.00244148
-0.46916621,0.01373333,0.00213630
-0.46911021,0.01388592,0.00213630
-0.46905421,0.01403851,0.00167852
-0.46899821,0.01449629,0.00137333
-0.46894221,0.01525925,0.00122074
-0.46888621,0.01495407,0.00152593
-0.46883021,0.01434370,0.00152593
-0.46877421,0.01464888,0.00152593
-0.46871821,0.01464888,0.00152593
-0.46866221,0.01403851,0.00183111
-0.46860621,0.01449629,0.00183111
-0.46855021,0.01480148,0.00167852
-0.46849421,0.01510666,0.00152593
-0.46843821,0.01541185,0.00152593
-0.46838221,0.01525925,0.00213630
-0.46832621,0.01541185,0.00244148
-0.46827021,0.01541185,0.00259407
-0.46821421,0.01586962,0.00259407
-0.46815821,0.01632740,0.00289926
-0.46810221,0.01617481,0.00289926
-0.46804621,0.01617481,0.00350963
-0.46799021,0.01617481,0.00350963
-0.46793421,0.01586962,0.00350963
-0.46787821,0.01586962,0.00320444
-0.46782221,0.01571703,0.00259407
-0.46776621,0.01556444,0.00289926
-0.46771021,0.01586962,0.00305185
-0.46765421,0.01602222,0.00366222
-0.46759821,0.01541185,0.00366222
-0.46754221,0.01571703,0.00412000
-0.46748621,0.01571703,0.00412000
-0.46743021,0.01571703,0.00381481
-0.46737421,0.01541185,0.00412000
-0.46731821,0.01541185,0.00381481
-0.46726221,0.01586962,0.00381481
-0.46720621,0.01541185,0.00335704
-0.46715021,0.01495407,0.00320444
-0.46709421,0.01510666,0.00244148
-0.46703821,0.01541185,0.00198370
-0.46698221,0.01556444,0.00183111
-0.46692621,0.01602222,0.00152593
-0.46687021,0.01617481,0.00106815
-0.46681421,0.01632740,0.00106815
-0.46675821,0.01632740,0.00122074
-0.46670221,0.01632740,0.00061037
-0.46664621,0.01541185,0.00076296
-0.46659021,0.01556444,0.00076296
-0.46653421,0.01525925,0.00045778
-0.46647821,0.01525925,0.00061037
-0.46642221,0.01464888,0.00061037
-0.46636621,0.01434370,0.00045778
-0.46631021,0.01419111,0.00030519
-0.46625421,0.01419111,0.00000000
-0.46619821,0.01419111,0.00015259
-0.46614221,0.01373333,0.00015259
-0.46608621,0.01403851,0.00045778
-0.46603021,0.01434370,0.00106815
-0.46597421,0.01373333,0.00106815
-0.46591821,0.01373333,0.00122074
-0.46586221,0.01342814,0.00106815
-0.46580621,0.01388592,0.00091556
-0.46575021,0.01373333,0.00061037
-0.46569421,0.01373333,0.00106815
-0.46563821,0.01403851,0.00076296
-0.46558221,0.01388592,0.00045778
-0.46552621,0.01373333,0.00030519
-0.46547021,0.01327555,0.00000000
-0.46541421,0.01266518,0.00015259
-0.46535821,0.01266518,0.00015259
-0.46530221,0.01266518,0.00015259
-0.46524621,0.01236000,0.00000000
-0.46519021,0.01220740,-0.00030519
-0.46513421,0.01174963,-0.00076296
-0.46507821,0.01159703,-0.00091556
-0.46502221,0.01129185,-0.00183111
-0.46496621,0.01083407,-0.00274667
-0.46491021,0.01083407,-0.00320444
-0.46485421,0.01098666,-0.00412000
-0.46479821,0.01083407,-0.00442518
-0.46474221,0.01037629,-0.00457778
-0.46468621,0.01007111,-0.00564592
-0.46463021,0.01052889,-0.00625629
-0.46457421,0.01083407,-0.00701926
-0.46451821,0.01052889,-0.00732444
-0.46446221,0.01037629,-0.00701926
-0.46440621,0.01007111,-0.00701926
-0.46435021,0.01022370,-0.00717185
-0.46429421,0.00961333,-0.00732444
-0.46423821,0.00961333,-0.00701926
-0.46418221,0.00946074,-0.00656148
-0.46412621,0.00885037,-0.00610370
-0.46407021,0.00839259,-0.00534074
-0.46401421,0.00778222,-0.00473037
-0.46395821,0.00732444,-0.00412000
-0.46390221,0.00671407,-0.00412000
-0.46384621,0.00610370,-0.00259407
-0.46379021,0.00610370,-0.00167852
-0.46373421,0.00549333,-0.00061037
-0.46367821,0.00564592,0.00061037
-0.46362221,0.00595111,0.00122074
-0.46356621,0.00579852,0.00198370
-0.46351021,0.00518815,0.00305185
-0.46345421,0.00534074,0.00412000
-0.46339821,0.00549333,0.00518815
-0.46334221,0.00579852,0.00610370
-0.46328621,0.00610370,0.00686667
-0.46323021,0.00625629,0.00824000
-0.46317421,0.00640889,0.00885037
-0.46311821,0.00640889,0.00991852
-0.46306221,0.00686667,0.01098666
-0.46300621,0.00732444,0.01113926
-0.46295021,0.00808741,0.01174963
-0.46289421,0.00808741,0.01190222
-0.46283821,0.00824000,0.01205481
-0.46278221,0.00839259,0.01266518
-0.46272621,0.00839259,0.01297037
-0.46267021,0.00839259,0.01251259
-0.46261421,0.00869778,0.01205481
-0.46255821,0.00915555,0.01236000
-0.46250221,0.00930815,0.01220740
-0.46244621,0.00946074,0.01190222
-0.46239021,0.00976592,0.01098666
-0.46233421,0.00991852,0.01068148
-0.46227821,0.01068148,0.00991852
-0.46222221,0.01037629,0.00869778
-0.46216621,0.01052889,0.00808741
-0.46211021,0.01083407,0.00732444
-0.46205421,0.01129185,0.00595111
-0.46199821,0.01159703,0.00518815
-0.46194221,0.01190222,0.00457778
-0.46188621,0.01205481,0.00335704
-0.46183021,0.01281777,0.00289926
-0.46177421,0.01281777,0.00213630
-0.46171821,0.01297037,0.00152593
-0.46166221,0.01220740,0.00137333
-0.46160621,0.01129185,0.00061037
-0.46155021,0.01083407,0.00061037
-0.46149421,0.01068148,0.00076296
-0.46143821,0.01052889,0.00015259
-0.46138221,0.01007111,0.00045778
-0.46132621,0.00976592,0.00015259
-0.46127021,0.00946074,0.00030519
-0.46121421,0.00900296,0.00015259
-0.46115821,0.00854518,0.00045778
-0.46110221,0.00824000,0.00091556
-0.46104621,0.00778222,0.00137333
-0.46099021,0.00747704,0.00152593
-0.46093421,0.00747704,0.00106815
-0.46087821,0.00778222,0.00152593
-0.46082221,0.00793481,0.00198370
-0.46076621,0.00778222,0.00183111
-0.46071021,0.00793481,0.00167852
-0.46065421,0.00747704,0.00167852
-0.46059821,0.00793481,0.00213630
-0.46054221,0.00762963,0.00152593
-0.46048621,0.00701926,0.00137333
-0.46043021,0.00747704,0.00213630
-0.46037421,0.00762963,0.00213630
-0.46031821,0.00732444,0.00213630
-0.46026221,0.00717185,0.00228889
-0.46020621,0.00671407,0.00198370
-0.46015021,0.00686667,0.00152593
-0.46009421,0.00610370,0.00152593
-0.46003821,0.00579852,0.00091556
-0.45998221,0.00564592,0.00030519
-0.45992621,0.00579852,-0.00015259
-0.45987021,0.00625629,-0.00091556
-0.45981421,0.00656148,-0.00122074
-0.45975821,0.00656148,-0.00167852
-0.45970221,0.00671407,-0.00244148
