time,eng_strain1,eng_strain3,true_strain1,true_strain3,eng_stress1,eng_stress3,true_stress1,true_stress3,eng_strain1_rate,eng_strain3_rate,true_strain1_rate,true_strain3_rate,disp_1,disp_3,force_t,force_i,force_3,vel_1,vel_3,strain_i,strain_r,strain_t,tag,filename,Raw_Incident_Voltage,Raw_Transmitted_Voltage,Adjusted_Incident_Voltage,Adjusted_Reflected_Voltage,Adjusted_Transmitted_Voltage,Export_Date
0.001532,0.578420127453153,0.57374647000937,0.456424427452588,0.453459063329819,182339257.363478,165660474.04448,287807953.847375,260707586.247579,579.53297318869,564.715332309951,367.092764744947,358.77064538975,0.00367296780932752,0.0036432900845595,5774.54158994737,5246.33757432343,5510.4395821354,3.68003437974848,3.58571983121843,0.000584586890026476,-0.000387372039973524,0.000217070544480331,,,0.00228889,0.00656148,0.952095912095238,-0.630899087904762,0.353535088730181,
0.001533,0.578999660426341,0.57431118534168,0.456791520217333,0.453817833975208,182575372.291478,165975293.94848,288286450.850457,261296761.753465,579.603061047096,564.715355274581,367.002428316499,358.641989757325,0.00367664784370727,0.00364687602691967,5782.01916494388,5256.30767431878,5519.16341963133,3.68003437974848,3.58616488911843,0.000584961675626476,-0.000387372039973524,0.000217351633680331,,,0.0019837,0.00671407,0.952706312095238,-0.630899087904762,0.353992888730181,
0.001534,0.579579263487388,0.574875900696955,0.45715852264565,0.454176475964966,182890140.619478,166053998.92448,288889473.618821,261514441.120522,579.67314890528,564.7153782391,366.912141889386,358.513426369278,0.00368032832314492,0.00365046196942566,5791.98763156767,5258.80019931761,5525.39391544264,3.68092449554848,3.58572012286843,0.000585149068426476,-0.000387465736373524,0.000217726357880331,,,0.0021363,0.00717185,0.953011512095238,-0.631051687904762,0.354603188730181,
0.001535,0.580158936636294,0.575440616075194,0.457525434787539,0.454534989391335,182890140.619478,166132703.90048,288995490.122537,261732209.38321,579.673148905169,564.750422168303,366.777566745136,358.407176474951,0.00368400924764046,0.00365404791207748,5791.98763156767,5261.29272431645,5526.64017794206,3.68092449554848,3.58616518076843,0.000585242764826476,-0.000387465736373524,0.000217726357880331,,,0.00228889,0.00717185,0.953164112095238,-0.631051687904762,0.354603188730181,
0.001536,0.580738609785199,0.576005366497362,0.457892212354284,0.45489339656781,183047550.571478,166290113.85248,289350330.614945,262074111.826966,579.81332462187,564.820487061968,366.731735125803,358.323208134781,0.00368769017213601,0.00365763407725825,5796.97268156535,5266.27777431413,5531.62522793974,3.68092449554848,3.58616518076843,0.000585430157626476,-0.000387465736373524,0.000217913750680331,,,0.00244148,0.00732444,0.953469312095238,-0.631051687904762,0.354908388730181,
0.001537,0.581318423109821,0.576570186984424,0.45825894408941,0.455251719775945,183204960.523478,166290062.27648,289705379.280884,262167954.576881,580.093676054827,565.030727672222,366.774516942892,358.32816399195,0.00369137198674736,0.00366122068735109,5801.95773156302,5266.27614094256,5534.11693625279,3.68270472714848,3.58705500491843,0.000585617489026476,-0.000387653129173524,0.000218101143480331,,,0.00259407,0.00778222,0.953774412095238,-0.631356887904762,0.355213588730181,
0.001538,0.581898516785876,0.577135217712096,0.458625718606353,0.455610047939937,183126255.547478,166211357.30048,289687152.035107,262137785.182316,580.163809842271,565.241014211515,366.684361663872,358.33309765132,0.00369505558159031,0.00366480863247181,5799.46520656418,5263.78361594373,5531.62441125396,3.68448495874848,3.58883523651843,0.000585711185426476,-0.000387840521973524,0.000218007447080331,,,0.00244148,0.00717185,0.953927012095238,-0.631662087904762,0.355060988730181,
0.001539,0.582478680595718,0.577700458726308,0.458992402968017,0.455968381037588,183047550.571478,166447420.65248,289668846.314631,262604171.917228,580.163809842271,565.486321715491,366.54995352664,358.36016954488,0.00369873962178281,0.00366839791291206,5796.97268156535,5271.25955756868,5534.11611956701,3.68359542624848,3.58972564396843,0.000585898578226476,-0.000387746886973524,0.000217913750680331,,,0.00259407,0.00747704,0.954232212095238,-0.631509587904762,0.354908388730181,
0.00154,0.58305884440556,0.578265945048023,0.459358952921543,0.456326741207133,183047550.571478,166683587.15648,289775043.878953,263071029.207516,579.953500338237,565.521342680064,366.282842462373,358.253975109912,0.00370242366197531,0.00367198875105495,5796.97268156535,5278.73876593675,5537.85572375105,3.68448495874848,3.59195064181843,0.000586273363826476,-0.000387840521973524,0.000217913750680331,,,0.00289926,0.00686667,0.954842612095238,-0.631662087904762,0.354908388730181,
0.001541,0.583638797905898,0.578831466390703,0.459725235764006,0.456684995182243,183126255.547478,167077112.03648,290005843.200217,263786601.796879,579.603061047096,565.381166963475,365.927522061771,358.036922477212,0.00370610636670245,0.00367557981158097,5799.46520656418,5291.20139093093,5545.33329874756,3.68092449554848,3.59017041021843,0.000586367060226476,-0.000387465736373524,0.000218007447080331,,,0.00289926,0.00625629,0.954995212095238,-0.631051687904762,0.355060988730181,
0.001542,0.584218400966945,0.579396847557667,0.460091163286068,0.45704303210472,182968845.595478,167077112.03648,289862611.996037,263881064.049456,579.392843401361,565.311102069921,365.661021746844,357.864431988042,0.0037097868461401,0.00367916998199119,5794.48015656651,5291.20139093094,5542.84077374872,3.68003437974848,3.59017041021843,0.000586273363826476,-0.000387372039973524,0.000217820054280331,,,0.00289926,0.0061037,0.954842612095238,-0.630899087904762,0.354755788730181,
0.001543,0.584797793810347,0.579962158659737,0.460456824307814,0.457400896536708,183126255.547478,167391880.36448,290218085.780393,264472836.642776,579.392843401361,565.346145998902,365.527362636398,357.758583148737,0.0037134659906957,0.00368275970748933,5799.46520656418,5301.16985755472,5550.31753205945,3.67825473144848,3.58928058606843,0.000586460756626476,-0.000387184708573524,0.000218007447080331,,,0.00381481,0.00595111,0.955147812095238,-0.630593987904762,0.355060988730181,
0.001544,0.585377186653748,0.580527504805736,0.460822351670451,0.457758655119857,182968845.595478,167155817.01248,290074633.675444,264194366.376499,579.532973188801,565.591430538248,365.482157834052,357.785773780261,0.0037171451352513,0.00368634965551642,5794.48015656651,5293.69391592977,5544.08703624814,3.68003437974848,3.59061546811843,0.000586367060226476,-0.000387372039973524,0.000217820054280331,,,0.00366222,0.00595111,0.954995212095238,-0.630899087904762,0.354755788730181,
0.001545,0.585956719626937,0.581093096236274,0.461187833828285,0.458116440893637,182968845.595478,167470636.91648,290180670.154532,264786667.850938,579.252667684771,565.4512777864,365.171951756837,357.569197649954,0.00372082516963105,0.00368994116110034,5794.48015656651,5303.66401592512,5549.07208624581,3.68003437974848,3.59239569971843,0.000586741845826476,-0.000387372039973524,0.000217820054280331,,,0.00350963,0.0061037,0.955605612095238,-0.630899087904762,0.354755788730181,
0.001546,0.586535972294622,0.58165854751406,0.461553005780042,0.458474010091287,183204960.523478,167706700.26848,290661260.173315,265254735.95502,578.762098606078,565.17094931785,364.729555021481,357.264213910136,0.00372450342407085,0.00369353177671428,5801.95773156302,5311.13995755007,5556.54884455654,3.67647449984848,3.58883552816842,0.000586648149426476,-0.000386997315773524,0.000218101143480331,,,0.00289926,0.0061037,0.955453012095238,-0.630288787904762,0.355213588730181,
0.001547,0.587114734393228,0.582223718463378,0.461917735335063,0.458831274305197,183047550.571478,168021520.17248,290517464.606583,265847634.429171,578.271483598125,565.135882424239,364.287564666221,357.114466643993,0.003728178563397,0.00369712061224245,5796.97268156535,5321.11005754542,5559.04136955538,3.67380415244848,3.58883552816843,0.000586741845826476,-0.000386716226573524,0.000217913750680331,,,0.00274667,0.0061037,0.955605612095238,-0.629830987904762,0.354908388730181,
0.001548,0.587693005876826,0.582788854345803,0.462282022899729,0.459188388771841,182968845.595478,168493698.45248,290498356.445298,266689947.938088,577.991132165057,565.17090338859,363.978393974784,357.009099642314,0.00373185058731784,0.00370070922509585,5794.48015656651,5336.06357416688,5565.27186536669,3.67024368924848,3.58839017861843,0.000586929177226476,-0.000386341440973524,0.000217820054280331,,,0.00259407,0.00595111,0.955910712095238,-0.629220587904762,0.354755788730181,
0.001549,0.588270997008991,0.583354025249191,0.462646001293704,0.459545397871484,182890140.619478,168572403.42848,290479105.984813,266909793.514414,578.061220023463,565.381166963586,363.890074250806,357.014438549241,0.00373552083100709,0.00370429806033236,5791.98763156767,5338.55609916572,5565.27186536669,3.67024368924848,3.58928029441843,0.000587022873626476,-0.000386341440973524,0.000217726357880331,,,0.0021363,0.00595111,0.956063312095238,-0.629220587904762,0.354603188730181,
0.00155,0.588849058229014,0.583919406416155,0.463009891367955,0.459902412310033,182811435.643478,168651108.40448,290459777.355635,267129763.515451,577.780914519432,565.381189928216,363.581350103559,356.887039220377,0.00373919151975424,0.00370788823074258,5789.49510656883,5341.04862416455,5565.27186536669,3.67113380504848,3.59106052601842,0.000587210266426476,-0.000386435137373524,0.000217632661480331,,,0.00289926,0.00595111,0.956368512095238,-0.629373187904762,0.354450588730181,
0.001551,0.589426839143534,0.584484787606083,0.463373472718059,0.460259299349253,182890140.619478,169201991.66048,290690498.115334,268097981.818682,577.220257582445,565.346145998902,363.09659328565,356.737607265178,0.00374286042856144,0.00371147840129863,5791.98763156767,5358.49466578485,5575.24114867626,3.66668380934848,3.58928058606843,0.000587397659226476,-0.000385966716773524,0.000217726357880331,,,0.00289926,0.00579852,0.956673712095238,-0.628610287904762,0.354603188730181,
0.001552,0.590004059401116,0.585050133752082,0.463736569311344,0.460616036956518,182732782.243478,169752926.49248,290545865.552791,269066898.841713,576.729642574603,565.45123185725,362.656351819979,356.67666541489,0.00374652577719709,0.00371506834932572,5787.00421494156,5375.94234077671,5581.47327785913,3.66401346194848,3.59061546811843,0.000587772444826476,-0.000385685627573524,0.000217539026480331,,,0.00289926,0.00595111,0.957284112095238,-0.628152487904762,0.354298088730181,
0.001553,0.590580789043691,0.585615584983939,0.464099225663164,0.460972713621933,182654077.267478,170303809.74848,290526066.342153,270036374.91933,576.168939708355,565.275989246938,362.172493031276,356.439011685195,0.00375018801042744,0.00371865896464801,5784.51168994272,5393.38838239701,5588.95003616986,3.66045299874848,3.59061517646843,0.000588053472626476,-0.000385310841973524,0.000217445330080331,,,0.00289926,0.00595111,0.957741812095238,-0.627542087904762,0.354145488730181,
0.001554,0.591156957983399,0.586180860973186,0.464461398156195,0.461329152633618,182732782.243478,170618629.65248,290756537.918376,270632004.880236,576.028763991876,565.240945317957,361.95330676414,356.289922779918,0.00375384668319459,0.00372224846717973,5787.00421494156,5403.35848239236,5595.18134866696,3.65689253554848,3.58838988696843,0.000588053472626476,-0.000384936056373524,0.000217539026480331,,,0.00274667,0.00564592,0.957741812095238,-0.626931687904762,0.354298088730181,
0.001555,0.591732986747391,0.586746101918504,0.46482335146296,0.461685442556398,182732782.243478,170618629.65248,290861797.257072,270728445.51575,575.818546346363,565.240968282477,361.690323326114,356.16303994912,0.00375750446584593,0.0037258377471825,5787.00421494156,5403.35848239236,5595.18134866696,3.65867276714848,3.59017011856843,0.000588240865426476,-0.000385123449173524,0.000217539026480331,,,0.00350963,0.00534074,0.958047012095238,-0.627236887904762,0.354298088730181,
0.001556,0.592308805293738,0.587311342886786,0.465185041786286,0.462041605596347,182575372.291478,170933397.98048,290716372.929503,271324521.492597,574.977537976085,565.030727672111,361.031572386039,355.903829370452,0.00376116091361523,0.00372942702733109,5782.01916494388,5413.32694901614,5597.67305698001,3.65422277144848,3.58839017861843,0.000588147169026476,-0.000384655028573524,0.000217351633680331,,,0.00396741,0.00534074,0.957894412095238,-0.626473987904762,0.353992888730181,
0.001557,0.592883782831714,0.587876373614459,0.465546073358672,0.462397509425718,182339257.363478,171641742.76448,290445246.027863,272545868.061728,574.276659393469,564.820464097449,360.461428201841,355.644835891456,0.00376481202098138,0.00373301497245181,5774.54158994737,5435.75967400567,5605.15063197652,3.64799196084848,3.58750006281843,0.000588334561826476,-0.000383999153773524,0.000217070544480331,,,0.00473037,0.00518815,0.958199612095238,-0.625405787904762,0.353535088730181,
0.001558,0.593458059491107,0.588441194078556,0.465906534786874,0.462753154261609,182417962.339478,171877857.69248,290675372.285787,273017869.508707,573.85617817296,564.575179557991,360.067757919191,355.364034090089,0.00376845867776853,0.00373660158239883,5777.03411494621,5443.23724900219,5610.1356819742,3.64532161344848,3.58571983121843,0.000588334561826476,-0.000383718064573524,0.000217164240880331,,,0.00488296,0.00488296,0.958199612095238,-0.624947987904762,0.353687688730181,
0.001559,0.59403191566928,0.589005769258114,0.466266602544793,0.463108518295699,182496667.315478,172192626.02048,290905512.204151,273615076.170247,573.085257661199,564.224763231258,359.454700438855,355.017348131703,0.00377210266449993,0.00374018663478902,5779.52663994505,5453.20571562597,5616.36617778551,3.64265184934848,3.58438494916843,0.000588428258226476,-0.000383437036773524,0.000217257937280331,,,0.00488296,0.00488296,0.958352212095238,-0.624490287904762,0.353840288730181,
0.00156,0.594605000926941,0.589569994021345,0.466626057245232,0.463463535643831,182496667.315478,172900970.80448,291010098.353762,274838195.127962,572.033985716258,563.769215117027,358.6665078813,354.604871436681,0.00377574175588608,0.00374376946203554,5779.52663994505,5475.63844061551,5627.58254028028,3.63553092294848,3.58126954386843,0.000588521954626476,-0.000382687465573524,0.000217257937280331,,,0.00488296,0.00503555,0.958504812095238,-0.623269487904762,0.353840288730181,
0.001561,0.595177034912657,0.590133763236462,0.466984723753113,0.463818140515268,182417962.339478,173451854.06048,290988944.279498,275811649.437533,571.263065204497,563.418798790405,358.054803363317,354.258880384872,0.00377937417169537,0.00374734939655154,5777.03411494621,5493.0844822358,5635.05929859101,3.62930069564848,3.57859948811843,0.000588521954626476,-0.000382031652173524,0.000217164240880331,,,0.00518815,0.00488296,0.958504812095238,-0.622201387904762,0.353687688730181,
0.001562,0.595748297977862,0.590697182035253,0.467342778556476,0.464172399395653,182339257.363478,173687968.98848,290967559.592318,276284962.823401,570.56223255092,563.173514250948,357.487615612107,353.979280665773,0.00378300169215942,0.00375092710592385,5774.54158994737,5500.56205723231,5637.55182358984,3.62574023244848,3.57681925651843,0.000588428258226476,-0.000381656866573524,0.000217070544480331,,,0.00534074,0.00534074,0.958352212095238,-0.621590987904762,0.353535088730181,
0.001563,0.596318860210413,0.591260355549504,0.467700266172088,0.464526378676318,182339257.363478,174396262.19648,291071595.486081,277509858.189275,569.861399897342,562.893185782398,356.92099016138,353.677918413509,0.00378662476233612,0.00375450325773935,5774.54158994737,5522.99314885029,5648.76736939883,3.62040012094848,3.57548437446843,0.000588709347426476,-0.000381094749573524,0.000217070544480331,,,0.00503555,0.00564592,0.958810012095238,-0.620675487904762,0.353535088730181,
0.001564,0.59688872161031,0.591823248735286,0.46805718716225,0.464880056594732,182417962.339478,174711082.10048,291301186.679047,278109162.299243,569.3707848895,562.788053995011,356.486520764088,353.486853024165,0.00379024338222547,0.00375807762946907,5777.03411494621,5532.96324884563,5654.99868189592,3.61683965774848,3.57325908496843,0.000588709347426476,-0.000380719963973524,0.000217164240880331,,,0.00473037,0.0061037,0.958810012095238,-0.620065087904762,0.353687688730181,
0.001565,0.5974580923952,0.592386036789281,0.468413673683014,0.465233543447756,181945732.483478,174868492.05248,290650682.732505,278458145.018766,568.740040094218,562.717989101347,355.964781232621,353.317959823074,0.00379385888670952,0.00376165133361193,5762.07896495319,5537.94829884331,5650.01363189825,3.61416931034848,3.57414920076843,0.000588615651026476,-0.000380438874773524,0.000216602062480331,,,0.00473037,0.00625629,0.958657412095238,-0.619607287904762,0.352772088730181,
0.001566,0.598026832435294,0.592948754778382,0.468769638464246,0.465586861407579,181867027.507478,175419375.30848,290628389.892198,279434075.461645,567.688768149388,562.227397058024,355.180492973339,352.885301748707,0.00379747038596412,0.00376522459284273,5759.58643995435,5555.39434046361,5657.49039020898,3.60882919884848,3.57236926081843,0.000588709347426476,-0.000379876757773524,0.000216508366080331,,,0.00412,0.00625629,0.958810012095238,-0.618691787904762,0.352619488730181,
0.001567,0.598594521203443,0.59351098217544,0.46912481895722,0.465939746709328,182024437.459478,176206425.06848,290983268.447861,280786873.476497,566.707584062742,561.806892872996,354.440823066182,352.497025338572,0.00380107520964187,0.00376879473681405,5764.57148995202,5580.31959045198,5672.445540202,3.60081815664848,3.56791868181843,0.000588803043826476,-0.000379033490173524,0.000216695758880331,,,0.00412,0.0061037,0.958962612095238,-0.617318387904762,0.352924688730181,
0.001568,0.599161228787506,0.594072789068313,0.469479259780286,0.466292243734666,181867027.507478,176678603.34848,290834699.18479,281638554.008406,565.866575692686,561.666717156406,353.789519517034,352.284910363987,0.00380467380280066,0.00377236221058379,5759.58643995435,5595.27310707344,5677.42977351389,3.59636816094848,3.56702885766843,0.000588896740226476,-0.000378565069573524,0.000216508366080331,,,0.00442518,0.00640889,0.959115212095238,-0.616555487904762,0.352619488730181,
0.001569,0.599727095363199,0.59463445578547,0.469833049299803,0.46664452864503,181630964.155478,177386948.13248,290559974.716461,282867339.498683,564.88539160604,561.351344758876,353.051268781102,351.963148058354,0.00380826705555631,0.00377592879423773,5752.1104983294,5617.70583206297,5684.90816519618,3.59013735034848,3.56613845021843,0.000589084133026476,-0.000377909194773524,0.000216227338280331,,,0.00457778,0.0061037,0.959420412095238,-0.615487287904762,0.352161788730181,
0.00157,0.600291980754805,0.595195807130229,0.470186100568584,0.466996491793089,181788322.531478,178095241.34048,290914394.741993,284096782.25618,563.834119661211,560.965884502829,352.269974077224,351.597760350375,0.00381185407779301,0.00377949337527695,5757.09391495552,5640.13692368094,5698.61541931823,3.58390712304848,3.56302362821843,0.000589271525826476,-0.000377253381373524,0.000216414669680331,,,0.00457778,0.00625629,0.959725612095238,-0.614419187904762,0.352466888730181,
0.001571,0.600855814874466,0.595756773014732,0.470538370542661,0.467348089553439,181867027.507478,179118354.45248,291142888.519281,285829327.288798,562.712759857975,560.440225566006,351.445694817709,351.144888080801,0.00381543442445286,0.00378305550864355,5759.58643995435,5672.53811529426,5716.06227762431,3.57678619664848,3.56124310496843,0.000589739946426476,-0.000376503810173524,0.000216508366080331,,,0.00442518,0.0061037,0.960488512095238,-0.613198387904762,0.352619488730181,
0.001572,0.601418527634324,0.596317213240298,0.470889816237479,0.46769923444152,181867027.507478,179511827.75648,291245227.416257,286557820.627896,561.73157577144,559.774413876779,350.709742312327,350.604682580413,0.00381900765047796,0.00378661430407589,5759.58643995435,5684.99910691689,5722.29277343562,3.56966585354848,3.55634775971843,0.000589458857226476,-0.000375754300373524,0.000216508366080331,,,0.00473037,0.00595111,0.960030712095238,-0.611977687904762,0.352619488730181,
0.001573,0.601980259210095,0.596876987654174,0.471240525979791,0.4680498391241,181945732.483478,179905352.63648,291473471.686053,287286717.581004,560.960655259568,559.318865762881,350.105726956484,350.196627549926,0.00382257464598411,0.00379016887160401,5762.07896495319,5697.46173191107,5729.77034843213,3.56432515874848,3.55278729651843,0.000589365160826476,-0.000375192121973524,0.000216602062480331,,,0.00442518,0.00579852,0.959878112095238,-0.611062087904762,0.352772088730181,
0.001574,0.602541219865355,0.597436306519937,0.471590631706748,0.46840003575165,182024437.459478,180377530.91648,291701664.051617,288141616.766408,560.259822606102,559.143646116977,349.5460229479,349.964383156709,0.003826136746145,0.0037937205464016,5764.57148995202,5712.41524853253,5738.49336924228,3.55987516304848,3.55056229866843,0.000589458857226476,-0.000374723701373524,0.000216695758880331,,,0.00412,0.00640889,0.960030712095238,-0.610299187904762,0.352924688730181,
0.001575,0.603101479687961,0.597995450166054,0.471940177729696,0.468750000134807,181709669.131478,180849760.77248,291299039.458283,288997094.878042,559.208550661161,558.793229790244,348.768338308825,349.622742676359,0.00382969439601855,0.00379727110855444,5754.60302332824,5727.37039852555,5740.9867109269,3.55542458404848,3.55056200701843,0.000589552553626476,-0.000374255219373524,0.000216321034680331,,,0.00412,0.00656148,0.960183312095238,-0.609536187904762,0.352314388730181,
0.001576,0.603660688238622,0.598554243395844,0.472288946068005,0.469099622877483,181867027.507478,181794168.90848,291653002.500555,290607840.133272,557.876927283152,558.057353207686,347.816665677458,349.040371263987,0.00383324537031525,0.00380081944556361,5759.58643995435,5757.27906514004,5758.43275254719,3.54652400934848,3.54611201131843,0.000589739946426476,-0.000373318316773524,0.000216508366080331,,,0.00381481,0.00671407,0.960488512095238,-0.608010287904762,0.352619488730181,
0.001577,0.604218565165905,0.599112300749052,0.472636762733682,0.469448663248747,181945732.483478,182423808.71648,291880721.902705,291716156.468015,556.895743196617,557.53171723516,347.084316307256,348.589994355331,0.0038367878888035,0.00380436310975648,5762.07896495319,5777.21926513073,5769.64911504196,3.53851296714848,3.54121637441843,0.000589646250026476,-0.000372475049173524,0.000216602062480331,,,0.00412,0.0061037,0.960335912095238,-0.606636887904762,0.352772088730181,
0.001578,0.604775460909102,0.599669832466287,0.472983847049989,0.469797253243103,182103142.435478,183053396.94848,292234654.334891,292824996.82896,556.33508625963,557.321476624906,346.614643877086,348.337139993715,0.0038403241767728,0.00380790343616092,5767.06401495086,5797.15783174987,5782.11092335036,3.53406297144848,3.53943643446843,0.000589927339226476,-0.000372006628573524,0.000216789455280331,,,0.00488296,0.00640889,0.960793712095238,-0.605873987904762,0.353077288730181,
0.001579,0.605331795995362,0.600227153942912,0.473330461693866,0.470145590383096,182103142.435478,183368216.85248,292335964.702346,293430799.777431,555.774383393492,557.006081262856,346.145389357344,348.018817961981,0.00384385690457055,0.00381144242753749,5767.06401495086,5807.12793174521,5787.09597334804,3.53139262404848,3.53854631866843,0.000590021035626476,-0.000371725539373524,0.000216789455280331,,,0.00488296,0.0061037,0.960946312095238,-0.605416187904762,0.353077288730181,
0.00158,0.605887570378755,0.600784160024175,0.473676607083224,0.470493609201058,182181847.411478,183683036.75648,292563564.306732,294036895.704911,554.723111448552,556.270181715446,345.371204372114,347.438190886451,0.0038473860719051,0.00381497941615351,5769.5565399497,5817.09803174056,5793.32728584513,3.52694204504848,3.53543091336843,0.000589927339226476,-0.000371257057373524,0.000216883151680331,,,0.00503555,0.00595111,0.960793712095238,-0.604653187904762,0.353229888730181,
0.001581,0.606442293490204,0.60134043020589,0.474021978287596,0.470841047391945,182339257.363478,184312624.98848,292917494.792287,295147258.191429,553.321446141508,555.42917334539,344.379737451439,346.792511509597,0.00385090856366279,0.0038185117318074,5774.54158994737,5837.0365983597,5805.78909415354,3.51804147034848,3.52920039441843,0.000589739946426476,-0.000370320154773524,0.000217070544480331,,,0.00564592,0.00549333,0.960488512095238,-0.603127287904762,0.353535088730181,
0.001582,0.606995614936345,0.601895859379236,0.474366358025047,0.471187839903454,182496667.315478,185257033.12448,293271344.116471,296762474.282986,552.410349913157,554.903537372975,343.694419598972,346.34426816299,0.00385442215484579,0.00382203870705815,5779.52663994505,5866.94526497418,5823.23595245961,3.50914089564848,3.52475010706843,0.000589927339226476,-0.000369383252173524,0.000217257937280331,,,0.00549333,0.00549333,0.960793712095238,-0.601601387904762,0.353840288730181,
0.001583,0.607548025286258,0.602450762916609,0.474710052444646,0.471534184171617,182575372.291478,185414443.07648,293498679.19307,297117515.763663,551.84969297617,554.588164975334,343.227688795245,346.02761715391,0.00385792996056774,0.00382556234452047,5782.01916494388,5871.93031497185,5826.97473995787,3.50647054824848,3.52252481756843,0.000589833642826476,-0.000369102162973524,0.000217351633680331,,,0.00534074,0.00564592,0.960641112095238,-0.601143587904762,0.353992888730181,
0.001584,0.608099874979235,0.603005351081584,0.475053280133442,0.471880211788771,182339257.363478,185650506.42848,293219736.970016,297598755.23586,551.078772464297,554.237748648601,342.630689908252,345.689399437577,0.00386143420611814,0.00382908397936806,5774.54158994737,5879.40625659681,5826.97392327209,3.50202055254848,3.52074487761843,0.000589646250026476,-0.000368633742373524,0.000217070544480331,,,0.00579852,0.00564592,0.960335912095238,-0.600380687904762,0.353535088730181,
0.001585,0.608650953751699,0.603559588830233,0.47539591082335,0.472225901188209,182339257.363478,186122736.28448,293320220.264136,298458898.468299,550.377893881571,554.132616861103,342.077790050299,345.504400712016,0.00386493355632329,0.00383260338907198,5774.54158994737,5894.36140658983,5834.4514982686,3.49667985774848,3.51807453021843,0.000589646250026476,-0.000368071563973524,0.000217070544480331,,,0.00595111,0.00625629,0.960335912095238,-0.599465087904762,0.353535088730181,
0.001586,0.60920133164558,0.604113721447094,0.4757379886134,0.472571405588921,182024437.459478,186673671.11648,292913967.15183,299445797.270848,549.326621936741,553.957420180162,341.307747981801,345.275889238938,0.00386842845594944,0.00383612213118905,5764.57148995202,5911.80908158168,5838.19028576685,3.49311939454848,3.51940970391843,0.000589927339226476,-0.000367696778373524,0.000216695758880331,,,0.00579852,0.00595111,0.960793712095238,-0.598854687904762,0.352924688730181,
0.001587,0.609750658267517,0.604667678867274,0.476079296361382,0.47291668147816,181867027.507478,187618079.25248,292760567.24732,301064667.747613,548.275395921061,553.466851101359,340.538482757224,344.851106584776,0.00387191667999873,0.00383963976080719,5759.58643995435,5941.71774819617,5850.65209407526,3.48332870404848,3.51584953236843,0.000590021035626476,-0.000366666179373524,0.000216508366080331,,,0.00579852,0.00595111,0.960946312095238,-0.597176187904762,0.352619488730181,
0.001588,0.610298933663438,0.605221145718375,0.476419834844139,0.473261532584745,182024437.459478,187932847.58048,293113757.541685,301673780.911255,547.644651125778,553.046346916108,340.030994791074,344.470355267856,0.00387539822876283,0.00384315427531168,5764.57148995202,5951.68621481995,5858.12885238599,3.47976882414848,3.51317947661843,0.000590021035626476,-0.000366291455173524,0.000216695758880331,,,0.00579852,0.00595111,0.960946312095238,-0.596565887904762,0.352924688730181,
0.001589,0.610846578314564,0.605774192065291,0.47675986583893,0.473606002940013,182181847.411478,188405077.43648,293467005.533806,302536011.001562,546.873684684868,552.555731908488,339.436966079965,344.04630969187,0.00387887577229748,0.0038466661196146,5769.5565399497,5966.64136481298,5868.09895238134,3.47531824514848,3.51050912921843,0.000590114732026476,-0.000365822973173524,0.000216883151680331,,,0.00534074,0.00640889,0.961098912095238,-0.595802887904762,0.353229888730181,
0.00159,0.611393451999249,0.6063267477972,0.47709930280501,0.473950049249704,182339257.363478,188877307.29248,293820285.357915,303398670.755822,546.172806102141,552.13520475883,338.886983327624,343.666278249222,0.00388234842019523,0.00385017484851222,5774.54158994737,5981.596514806,5878.06905237669,3.46997755034848,3.50694866601843,0.000590114732026476,-0.000365260794773524,0.000217070544480331,,,0.00518815,0.00686667,0.961098912095238,-0.594887287904762,0.353535088730181,
0.001591,0.611939624805351,0.606878883001959,0.477438189788338,0.474293715527954,182496667.315478,189349537.14848,294173609.440739,304261772.750087,545.822366810667,551.959985113038,338.554849214967,343.439206294038,0.00388581661751398,0.00385368090706244,5779.52663994505,5996.55166479902,5888.03915237203,3.46641708714848,3.50516843441843,0.000590302124826476,-0.000364886009173524,0.000217257937280331,,,0.00503555,0.00671407,0.961404112095238,-0.594276887904762,0.353840288730181,
0.001592,0.612485447172162,0.607430842987072,0.477776744637553,0.474637154734248,182575372.291478,189506947.10048,294400130.832048,304619311.729631,545.612103236004,551.784765467467,338.3099155434,343.212327686693,0.00388928258954323,0.00385718585296791,5782.01916494388,6001.53671479669,5891.77793987029,3.46552697134848,3.50472337651843,0.000590395821226476,-0.000364792312773524,0.000217351633680331,,,0.00549333,0.00640889,0.961556712095238,-0.594124287904762,0.353992888730181,
0.001593,0.613031059275398,0.607982627752539,0.478115054553096,0.474980367061934,182890140.619478,189821715.42848,295007477.254464,305230020.779182,544.981358440721,551.364261282439,337.804602015768,342.833152668698,0.00389274722639878,0.00386068968622862,5791.98763156767,6011.50518142048,5901.74640649408,3.46374673974848,3.50294314491843,0.000590583152626476,-0.000364604919973524,0.000217726357880331,,,0.00534074,0.00671407,0.961861812095238,-0.593819087904762,0.354603188730181,
